Operation,Level,Operator,Time,Source,Terminal IP Address,Operation Object,Result,Details
Query logs,Warning,admin,"	16/09/2025 14:26:01 +03:00",Log Management,192.168.7.160,Log Management,Successful,Operation logs queried successfully.
query current activities,Minor,admin,"	16/09/2025 14:25:16 +03:00",OSSFaceService,192.168.7.160,query current activities,Successful,query current activities
Query the operator type,Minor,admin,"	16/09/2025 14:25:16 +03:00",NBIMgmtService,192.168.7.160,Obtain the operator type,Failed,Failed:Query the current operator type
Transparent transmission of MML commands,Risk,murad.s,"	16/09/2025 14:23:58 +03:00",MmlService,192.168.19.205,1108-UL_Harraneh_Palace_PF_TASC_Solar,Successful,"Function:[Configuration Management][MML Command]
MOD CELLDLPCPDSCHPA:LOCALCELLID=73,PAPCOFF=DB_1DOT77_P_A;"
Transparent transmission of MML commands,Risk,murad.s,"	16/09/2025 14:23:57 +03:00",MmlService,192.168.19.205,1108-UL_Harraneh_Palace_PF_TASC_Solar,Successful,"Function:[Configuration Management][MML Command]
MOD PDSCHCFG:LOCALCELLID=73,REFERENCESIGNALPWR=162;"
Transparent transmission of MML commands,Minor,abdallah.alomari,"	16/09/2025 14:23:54 +03:00",MmlService,192.168.27.168,2891-UL_Khaldieh_Khalid_bin_Waleed_Scl_TASC_O,Successful,"Function:[Configuration Management][MML Command]
DSP TXBRANCH:;"
Transparent transmission of MML commands,Risk,murad.s,"	16/09/2025 14:23:48 +03:00",MmlService,192.168.19.205,1108-UL_Harraneh_Palace_PF_TASC_Solar,Successful,"Function:[Configuration Management][MML Command]
MOD CELLDLPCPDSCHPA:LOCALCELLID=73,PAPCOFF=DB_1DOT77_P_A;"
Transparent transmission of MML commands,Risk,murad.s,"	16/09/2025 14:23:47 +03:00",MmlService,192.168.19.205,1108-UL_Harraneh_Palace_PF_TASC_Solar,Failed,"Function:[Configuration Management][MML Command]
MOD PDSCHCFG:LOCALCELLID=73,REFERENCESIGNALPWR=162;
Failed to obtain the cell power license."
Configuration Report Query,Minor,thabet.jaradat,"	16/09/2025 14:23:24 +03:00",CMEServer,192.168.19.22,The Current Area,Successful,"[Module]: Configuration Report Management
[Consume(s)]: 49
[Result]: Successful
[Scenario]: Report Query successfully. name:CELLQCIPARA - W CO. type:Co-MPT BTS.
Queried MOCs: 3, ATTRs: 44, NEs: 2831, "
Transparent transmission of MML commands,Minor,basharad,"	16/09/2025 14:23:03 +03:00",MmlService,192.168.27.31,6350-UL_Ramtha_Governmental_Hosp_IBS,Successful,"Function:[Configuration Management][MML Command]
LST ESN:;"
Query report results by condition (report type).,Minor,thabet.jaradat,"	16/09/2025 14:22:31 +03:00",CMEFaceService,192.168.19.22,Query report results by condition (report type).,Successful,Query report results by condition (report type).
Query alarm monitoring task version,Risk,Ayman.Al-Sayyed,"	16/09/2025 14:22:31 +03:00",Alarm Management,172.17.218.12,Alarm monitoring query,Failed,Invalid parameters.
query current activities,Minor,Ayman.Al-Sayyed,"	16/09/2025 14:22:28 +03:00",OSSFaceService,172.17.218.12,query current activities,Successful,query current activities
Query the operator type,Minor,Ayman.Al-Sayyed,"	16/09/2025 14:22:27 +03:00",NBIMgmtService,172.17.218.12,Obtain the operator type,Failed,Failed:Query the current operator type
Querying Default Selected NEs,Minor,thabet.jaradat,"	16/09/2025 14:22:26 +03:00",CMEFaceService,192.168.19.22,Querying Default Selected NEs,Successful,Querying Default Selected NEs
Get DHCP information,Minor,Sami.Shehadeh,"	16/09/2025 14:22:23 +03:00",ADNService,192.168.27.67,OSS,Successful,"Function:[Configuration][DHCP Configuration Management]
Get DHCP information Successful"
Get DHCP information,Minor,murad.s,"	16/09/2025 14:22:22 +03:00",ADNService,192.168.19.205,OSS,Successful,"Function:[Configuration][DHCP Configuration Management]
Get DHCP information Successful"
Get unieye mode list,Minor,thabet.jaradat,"	16/09/2025 14:22:20 +03:00",CMEFaceService,192.168.19.22,Get unieye mode list,Successful,Get unieye mode list
Querying Default Selected NEs,Minor,thabet.jaradat,"	16/09/2025 14:22:20 +03:00",CMEFaceService,192.168.19.22,Querying Default Selected NEs,Successful,Querying Default Selected NEs
Check the information of configuration report.,Minor,thabet.jaradat,"	16/09/2025 14:22:15 +03:00",CMEFaceService,192.168.19.22,Check the information of configuration report.,Successful,Check the information of configuration report.
Delete the corresponding temporary table based on the table name (opId).,Minor,thabet.jaradat,"	16/09/2025 14:21:53 +03:00",CMEFaceService,192.168.19.22,Delete the corresponding temporary table based on the table name (opId).,Successful,Delete the corresponding temporary table based on the table name (opId).
query report list,Minor,thabet.jaradat,"	16/09/2025 14:21:53 +03:00",CMEFaceService,192.168.19.22,for querying report list,Successful,query report list
userflag,Minor,thabet.jaradat,"	16/09/2025 14:21:53 +03:00",CMEFaceService,192.168.19.22,userflag,Successful,"	--"
Save Extend Apply settings,Minor,alaa.mufleh,"	16/09/2025 14:21:22 +03:00",Topology Management,192.168.27.68,Topology Management,Successful,"Topology: Physical Topology
Current settings: Cell List, Browse Current Alarms"
Save Extend Apply settings,Minor,alaa.mufleh,"	16/09/2025 14:21:16 +03:00",Topology Management,192.168.27.68,Topology Management,Successful,"Topology: Physical Topology
Current settings: Cell List, Browse Current Alarms"
Transparent transmission of MML commands,Minor,alaaaldada.q,"	16/09/2025 14:21:13 +03:00",MmlService,172.17.127.33,HQ2-UDG02,Successful,"Function:[Configuration Management][MML Command]
DSP LICENSE:;"
Transparent transmission of MML commands,Minor,alaaaldada.q,"	16/09/2025 14:21:13 +03:00",MmlService,172.17.127.33,AA2-UDG02,Successful,"Function:[Configuration Management][MML Command]
DSP LICENSE:;"
Transparent transmission of MML commands,Minor,alaaaldada.q,"	16/09/2025 14:21:13 +03:00",MmlService,172.17.127.33,HQ2-UDG01,Successful,"Function:[Configuration Management][MML Command]
DSP LICENSE:;"
Transparent transmission of MML commands,Minor,alaaaldada.q,"	16/09/2025 14:21:13 +03:00",MmlService,172.17.127.33,AA2-UDG01,Successful,"Function:[Configuration Management][MML Command]
DSP LICENSE:;"
Save Extend Apply settings,Minor,rayanfan,"	16/09/2025 14:20:51 +03:00",Topology Management,192.168.19.112,Topology Management,Successful,"Topology: Physical Topology
Current settings: Browse Current Alarms, Cell List"
Start Deployment,Risk,murad.s,"	16/09/2025 14:20:43 +03:00",ADNService,192.168.19.205,OSS,Successful,"Function:[SON][Auto Deployment]
NEName: 6545-UL_Mcar8_RNC08
Active Alarm Check:1
Bar Code Scan:1
Board State Check:1
BTS Status Check:1
Duration from script delivery to automatic rollback (min):0
CPRI Bandwidth Check:1
Clock State Check:1
Common License State Check:1
RF Signal Combination on the Same Frequency Band:0
DFU Management Link State Check:1
DSA Cell State Check:1
DSA License State Check:1
DSA S1 Interface State Check:1
GPS Check:1
GSM Cell State Check:1
LTE License State Check:1
LTE S1 Interface State Check:1
LTE W1 Interface State Check:1
LTE Cell State Check:1
NR Cell State Check:1
NR DU Cell State Check:1
NR F1 Interface State Check:1
NR License State Check:1
NR NG Interface State Check:1
NR X2 Interface State Check:1
Optical Power Check:1
Difference Threshold:10
Service Rate Threshold:40
PIM Product Threshold:138
RFA Cell State Check:1
Software Version Check:1
Optical Module Check:1
UMTS Cell State Check:1
VSWR Threshold:1.5
RAT to Be Checked:UMTS,LTE"
NE Deployment Parameter Setting,Risk,murad.s,"	16/09/2025 14:20:43 +03:00",ADNService,192.168.19.205,OSS,Successful,"Function:[SON][Auto Deployment]
NE Parameter setting succeeded, the NE Name:6545-UL_Mcar8_RNC08"
Transparent transmission of MML commands,Minor,alaaaldada.q,"	16/09/2025 14:20:42 +03:00",MmlService,172.17.127.33,HQ2-UNC01,Successful,"Function:[Configuration Management][MML Command]
DSP LICENSE:;"
Transparent transmission of MML commands,Minor,alaaaldada.q,"	16/09/2025 14:20:42 +03:00",MmlService,172.17.127.33,AA2-UNC01,Successful,"Function:[Configuration Management][MML Command]
DSP LICENSE:;"
Get DHCP information,Minor,Sami.Shehadeh,"	16/09/2025 14:20:39 +03:00",ADNService,192.168.27.67,OSS,Successful,"Function:[Configuration][DHCP Configuration Management]
Get DHCP information Successful"
Get DHCP information,Minor,murad.s,"	16/09/2025 14:20:38 +03:00",ADNService,192.168.19.205,OSS,Successful,"Function:[Configuration][DHCP Configuration Management]
Get DHCP information Successful"
Modify Deployment Information,Risk,murad.s,"	16/09/2025 14:20:38 +03:00",ADNService,192.168.19.205,OSS,Successful,"Function:[SON][Auto Deployment]
NE: 6545-UL_Mcar8_RNC08
ESN: []->[2102310WYG6TK6928710]."
Save Extend Apply settings,Minor,alaa.mufleh,"	16/09/2025 14:20:09 +03:00",Topology Management,192.168.27.68,Topology Management,Successful,"Topology: Physical Topology
Current settings: Cell List, Browse Current Alarms"
Save Extend Apply settings,Minor,alaa.mufleh,"	16/09/2025 14:19:13 +03:00",Topology Management,192.168.27.68,Topology Management,Successful,"Topology: Physical Topology
Current settings: Cell List, Browse Current Alarms"
Update MAE Preference,Minor,alaa.mufleh,"	16/09/2025 14:18:52 +03:00",OSSFaceService,192.168.27.68,MAE Preference,Successful,"Update the interface Access.Topology.CellList's value to '{""columns"":[""0;147.26px;1"",""1;205.75px;1"",""2;184.075px;1"",""3;184.075px;1"",""4;457.75px;1"",""5;184.075px;1"",""6;184.075px;1"",""7;184.075px;1"",""8;356.75px;1"",""9;184.075px;1"",""10;100px;0""],""sortColumn"":{""id"":3,""sort"":null,""cid"":3}}'."
query current activities,Minor,alaa.mufleh,"	16/09/2025 14:18:15 +03:00",OSSFaceService,192.168.27.68,query current activities,Successful,query current activities
Query the operator type,Minor,alaa.mufleh,"	16/09/2025 14:18:15 +03:00",NBIMgmtService,192.168.27.68,Obtain the operator type,Failed,Failed:Query the current operator type
Send Email,Warning,Khaldount,"	16/09/2025 14:18:08 +03:00",ScriptModuleService,172.28.129.4,Network Management,Successful,Sender:.
query current activities,Minor,Ayman.Al-Sayyed,"	16/09/2025 14:17:25 +03:00",OSSFaceService,172.17.218.12,query current activities,Successful,query current activities
Query the operator type,Minor,Ayman.Al-Sayyed,"	16/09/2025 14:17:24 +03:00",NBIMgmtService,172.17.218.12,Obtain the operator type,Failed,Failed:Query the current operator type
Transparent transmission of MML commands,Minor,abdallah.alomari,"	16/09/2025 14:17:01 +03:00",MmlService,192.168.27.168,2891-UL_Khaldieh_Khalid_bin_Waleed_Scl_TASC_O,Successful,"Function:[Configuration Management][MML Command]
DSP TXBRANCH:;"
LCM/CSM Performance Report,Warning,restUserForU2000,"	16/09/2025 14:15:54 +03:00",VNFM,10.253.100.107,OSS,Successful,Operation success
LCM/CSM Performance Report,Warning,restUserForU2000,"	16/09/2025 14:15:24 +03:00",VNFM,10.253.124.166,OSS,Successful,Operation success
Save Extend Apply settings,Minor,Tariq.AlHur,"	16/09/2025 14:14:32 +03:00",Topology Management,192.168.212.55,Topology Management,Successful,"Topology: Physical Topology
Current settings: Browse Current Alarms, Cell List"
Save Extend Apply settings,Minor,Tariq.AlHur,"	16/09/2025 14:14:15 +03:00",Topology Management,192.168.212.55,Topology Management,Successful,"Topology: Physical Topology
Current settings: Browse Current Alarms, Cell List"
Transparent transmission of MML commands,Minor,abdallah.alomari,"	16/09/2025 14:14:12 +03:00",MmlService,192.168.27.168,2891-UL_Khaldieh_Khalid_bin_Waleed_Scl_TASC_O,Successful,"Function:[Configuration Management][MML Command]
DSP VSWR:;"
Subscribe Result,Warning,thabet.jaradat,"	16/09/2025 14:13:54 +03:00",Fars Service,192.168.19.22,Trace Task Name:20250916_134117,Successful,"Function:[Trace Management][Subscribe] 
NeType:BTS3900 
Trace Type:S1X2Uu Union Interface Trace 
Trace ID:152287 
Task Name:20250916_134117 
Creator:Mutaz.Alkhateeb 
NE List:544-UL_Princess_Haya_Ave_Hummar_PF_TASC 
Source:System 
Error Cause:N/A 
Remarks:
"
Save Extend Apply settings,Minor,Tariq.AlHur,"	16/09/2025 14:13:34 +03:00",Topology Management,192.168.212.55,Topology Management,Successful,"Topology: Physical Topology
Current settings: Browse Current Alarms, Cell List"
Transparent transmission of MML commands,Minor,karam.jaber,"	16/09/2025 14:13:33 +03:00",MmlService,192.168.19.57,1108-UL_Harraneh_Palace_PF_TASC_Solar,Successful,"Function:[Configuration Management][MML Command]
LST CELL:;"
Save Extend Apply settings,Minor,Tariq.AlHur,"	16/09/2025 14:13:31 +03:00",Topology Management,192.168.212.55,Topology Management,Successful,"Topology: Physical Topology
Current settings: Browse Current Alarms, Cell List"
Download File,Minor,murad.s,"	16/09/2025 14:13:23 +03:00",OSSFileService,192.168.19.205,MML_Task_Result_CELLMBFCSCELLMBFCSCELLMBFCS_20250916_141321.txt,Successful,"Download and delete file, file name: MML_Task_Result_CELLMBFCSCELLMBFCSCELLMBFCS_20250916_141321.txt"
Transparent transmission of MML commands,Minor,abdallah.alomari,"	16/09/2025 14:13:10 +03:00",MmlService,192.168.27.168,2891-UL_Khaldieh_Khalid_bin_Waleed_Scl_TASC_O,Successful,"Function:[Configuration Management][MML Command]
DSP TXBRANCH:CN=0,SRN=80,SN=0;"
Create Task,Warning,murad.s,"	16/09/2025 14:13:00 +03:00",Integrated Task Management,192.168.19.205,Network Management,Successful,"The operation is authorized by user. 
The task type is MML Script and the task name is CELLMBFCSCELLMBFCSCELLMBFCS."
Upload File,Minor,murad.s,"	16/09/2025 14:12:57 +03:00",OSSFileService,192.168.19.205,1-batch-all-1.txt,Successful,"Upload file, file name: 1-batch-all-1.txt"
Transparent transmission of MML commands,Minor,abdallah.alomari,"	16/09/2025 14:12:55 +03:00",MmlService,192.168.27.168,2891-UL_Khaldieh_Khalid_bin_Waleed_Scl_TASC_O,Successful,"Function:[Configuration Management][MML Command]
DSP TXBRANCH:CN=0,SRN=80,SN=0;"
Transparent transmission of MML commands,Risk,abdallah.alomari,"	16/09/2025 14:12:48 +03:00",MmlService,192.168.27.168,2891-UL_Khaldieh_Khalid_bin_Waleed_Scl_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD TXBRANCH:CN=0,SRN=80,SN=0,TXNO=1,TXSW=ON;"
Delete Task,Warning,thabet.jaradat,"	16/09/2025 14:12:45 +03:00",Integrated Task Management,192.168.19.22,Network Management,Successful,The task type is MML Script and the task name is vv.
Transparent transmission of MML commands,Minor,abdallah.alomari,"	16/09/2025 14:12:34 +03:00",MmlService,192.168.27.168,2891-UL_Khaldieh_Khalid_bin_Waleed_Scl_TASC_O,Successful,"Function:[Configuration Management][MML Command]
DSP TXBRANCH:CN=0,SRN=80,SN=0;"
Transparent transmission of MML commands,Risk,abdallah.alomari,"	16/09/2025 14:12:29 +03:00",MmlService,192.168.27.168,2891-UL_Khaldieh_Khalid_bin_Waleed_Scl_TASC_O,Successful,"Function:[Configuration Management][MML Command]
MOD TXBRANCH:CN=0,SRN=80,SN=0,TXNO=1,TXSW=OFF;"
Query alarm monitoring task version,Risk,Ayman.Al-Sayyed,"	16/09/2025 14:12:25 +03:00",Alarm Management,172.17.218.12,Alarm monitoring query,Failed,Invalid parameters.
query current activities,Minor,Ayman.Al-Sayyed,"	16/09/2025 14:12:23 +03:00",OSSFaceService,172.17.218.12,query current activities,Successful,query current activities
Query the operator type,Minor,Ayman.Al-Sayyed,"	16/09/2025 14:12:22 +03:00",NBIMgmtService,172.17.218.12,Obtain the operator type,Failed,Failed:Query the current operator type
Transparent transmission of MML commands,Minor,mohammad.jabali,"	16/09/2025 14:12:22 +03:00",MmlService,192.168.19.209,1108-UL_Harraneh_Palace_PF_TASC_Solar,Successful,"Function:[Configuration Management][MML Command]
LST CELLDLPCPDSCHPA:;"
Transparent transmission of MML commands,Minor,abdallah.alomari,"	16/09/2025 14:12:13 +03:00",MmlService,192.168.27.168,2891-UL_Khaldieh_Khalid_bin_Waleed_Scl_TASC_O,Successful,"Function:[Configuration Management][MML Command]
DSP TXBRANCH:CN=0,SRN=80,SN=0;"
Transparent transmission of MML commands,Minor,mohammad.jabali,"	16/09/2025 14:12:03 +03:00",MmlService,192.168.19.209,1108-UL_Harraneh_Palace_PF_TASC_Solar,Successful,"Function:[Configuration Management][MML Command]
LST PDSCHCFG:;"
Create Task,Warning,thabet.jaradat,"	16/09/2025 14:11:55 +03:00",Integrated Task Management,192.168.19.22,Network Management,Successful,"The operation is authorized by user. 
The task type is MML Script and the task name is vv."
Upload File,Minor,thabet.jaradat,"	16/09/2025 14:11:47 +03:00",OSSFileService,192.168.19.22,Script.txt,Successful,"Upload file, file name: Script.txt"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:11:33 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD S1SUBRRLST:SUBRANGE=IMSI_PREFIX,IMSIPRE=""416011014941611"",TAGPID=1,ARMODE=BLACKLST,CAUSE=NO_SUITABLE_CELLS_IN_TA;"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:11:33 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD S1SUBRRLST:SUBRANGE=IMSI_PREFIX,IMSIPRE=""416011014941611"",TAGPID=1,ARMODE=BLACKLST,CAUSE=NO_SUITABLE_CELLS_IN_TA;"
Transparent transmission of MML commands,Risk,abdallah.alomari,"	16/09/2025 14:10:59 +03:00",MmlService,192.168.27.168,2891-UL_Khaldieh_Khalid_bin_Waleed_Scl_TASC_O,Successful,"Function:[Configuration Management][MML Command]
STR VSWRTEST:CN=0,SRN=80,SN=0,TMODE=SINGLE_ARFCN;"
Transparent transmission of MML commands,Minor,abdallah.alomari,"	16/09/2025 14:10:40 +03:00",MmlService,192.168.27.168,2891-UL_Khaldieh_Khalid_bin_Waleed_Scl_TASC_O,Successful,"Function:[Configuration Management][MML Command]
DSP VSWR:;"
Transparent transmission of MML commands,Minor,abdallah.alomari,"	16/09/2025 14:10:29 +03:00",MmlService,192.168.27.168,2891-UL_Khaldieh_Khalid_bin_Waleed_Scl_TASC_O,Successful,"Function:[Configuration Management][MML Command]
DSP TXBRANCH:CN=0,SRN=80,SN=0;"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:10:25 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD TAGPMEM:TAGPID=1,MCC=""416"",MNC=""01"",TAC=""0XBB3"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:10:25 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD TAGPMEM:TAGPID=1,MCC=""416"",MNC=""01"",TAC=""0XBB3"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:10:01 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
RMV TAGPMEM:TAGPID=1,MCC=""416"",MNC=""01"",TAC=""26F"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:10:01 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
RMV TAGPMEM:TAGPID=1,MCC=""416"",MNC=""01"",TAC=""26F"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:09:55 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
RMV TAGPMEM:TAGPID=1,MCC=""416"",MNC=""01"",TAC=""26E"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:09:55 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
RMV TAGPMEM:TAGPID=1,MCC=""416"",MNC=""01"",TAC=""26E"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:09:48 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
RMV TAGPMEM:TAGPID=1,MCC=""416"",MNC=""01"",TAC=""26D "";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:09:48 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
RMV TAGPMEM:TAGPID=1,MCC=""416"",MNC=""01"",TAC=""26D "";"
Transparent transmission of MML commands,Minor,malwedyan,"	16/09/2025 14:09:28 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
LST TAGPMEM:;"
Transparent transmission of MML commands,Minor,malwedyan,"	16/09/2025 14:09:28 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
LST TAGPMEM:;"
Transparent transmission of MML commands,Minor,malwedyan,"	16/09/2025 14:08:52 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
LST TAGP:;"
Transparent transmission of MML commands,Minor,malwedyan,"	16/09/2025 14:08:52 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
LST TAGP:;"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:36 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD ZC: ZC=""0x08"", IDTYPE=TA, MCC=""416"", MNC=""01"", TAC=""0xBB3"", ZCN=""FDD users"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:36 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD ZC: ZC=""0x08"", IDTYPE=TA, MCC=""416"", MNC=""01"", TAC=""0xBB3"", ZCN=""FDD users"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:36 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=1021,ENTITY=MME,INTYPE=S10,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei AA vMME"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:36 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=1021,ENTITY=MME,INTYPE=S10,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei AA vMME"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:35 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=1001,ENTITY=MME,INTYPE=S10,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei AA MME"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:35 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=1001,ENTITY=MME,INTYPE=S10,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei AA MME"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:35 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=1000,ENTITY=MME,INTYPE=S10,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei HQ MME"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:35 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=1000,ENTITY=MME,INTYPE=S10,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=0,WEIGHT=100,DESC=""To huawei HQ MME"";"
Transparent transmission of MML commands,Minor,abdallah.alomari,"	16/09/2025 14:08:35 +03:00",MmlService,192.168.27.168,2891-UL_Khaldieh_Khalid_bin_Waleed_Scl_TASC_O,Successful,"Function:[Configuration Management][MML Command]
LST TXBRANCH:;"
Send Email,Warning,mhammour,"	16/09/2025 14:08:35 +03:00",ScriptModuleService,172.28.129.4,Network Management,Successful,Sender:one Hours Huawei Outages.
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:34 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=731,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=210,WEIGHT=100,DESC=""To huawei AA SGW02"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:34 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=731,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=210,WEIGHT=100,DESC=""To huawei AA SGW02"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:34 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=721,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=210,WEIGHT=100,DESC=""To huawei AA SGW01"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:34 +03:00",MmlService,192.168.19.129,AA-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=721,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=210,WEIGHT=100,DESC=""To huawei AA SGW01"";"
Transparent transmission of MML commands,Risk,malwedyan,"	16/09/2025 14:08:33 +03:00",MmlService,192.168.19.129,HQ-vUSN,Successful,"Function:[Configuration Management][MML Command]
ADD DNSN:FQDN=""TAC-LBB3.TAC-HB0B.TAC.EPC.MNC001.MCC416.3GPPNETWORK.ORG"",HSINDEX=715,ENTITY=SGW,INTYPE=S11,S5PROTOCOL=GTP,S8PROTOCOL=GTP,UEUSGTYPEPLCY=NO,DCNR=NO,SMF=NO,PRIORITY=255,WEIGHT=100,DESC=""To huawei AA_SGW02_2"";"
