Operation,Level,Operator,Time,Source,Terminal IP Address,Operation Object,Result,Details
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:04 +03:00",NE License Management,192.168.19.205,3907-UL_Bayader_TL_PE_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:04 +03:00",NE License Management,192.168.19.205,3646-UL_Mugabalein_Huffath_Sch_PE_GPON_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:04 +03:00",NE License Management,192.168.19.205,5658-UL_Sweileh_Fadhila_Ave_PE_GPON_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:04 +03:00",NE License Management,192.168.19.205,3626-UL_Mugabalein_Safeway_PD_Fiber,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:04 +03:00",NE License Management,192.168.19.205,3650-UL_Mugabalien_Mansour_Sch_Top_PF_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,2556-UL_Marine_Academy_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,4022-UL_Sport_City_End_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,3648-UL_Souq_Mugabalein_4_PE_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,101-UL_Sweifieh_Olympia_PE_GPON_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,3552-UL_4th_CRL_PD_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,3203-UL_Dabouq_2_PB_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,3649-UL_Mugabalein_Oqab_CRL_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,2025-UL_Otoum_Complex_Gardens_St_PE_Fiber_CIBS_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,2118-UL_Abu_Alanda_Oruba_District_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,5044-UL_Nazzal_Siraj_Sch_Back_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,208-UL_Tyche_Hotel_PE_GPON_EIBS_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,4014-UL_Safeway_Gardens_PF_EBand_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,3902-UL_Wadi_Seer_Ind_2_PF_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,3553-UL_Muhtaseb_CPLX_Abdoun_PD_GPON_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,3502-UL_Wadi_Abdoun_PD_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,3610-UL_Um_AlHeiran_Post_PD_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,3202-UL_New_Khalda_PE_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,3643-UL_Mugabalein_Ind_PC_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,904-UL_Medical_City_Farah_PD_IBS_Manage,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,1841-UL_Yasmeen_Selwadi_Msq_PE_GPON_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,2120-UL_Aden_Middle_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,2022-UL_Assaf_Msq_PF_EBand_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,2564-UL_Princess_Sumaya_Uni_PF_EBand_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:03 +03:00",NE License Management,192.168.19.205,3910-UL_Narjes_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,2234-UL_Holiday_Inn_Back_PE_GPON_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,5514-UL_Chinese_Embassy_PD_GPON_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,245-UL_Libyan_Embassy_2_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,102-UL_Mango_Sweifieh_PD_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,218-UL_Thaqafa_St_PF_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,6350-UL_Ramtha_Governmental_Hosp_IBS,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,3252-UL_Khalda_Pioneer_Sch_Back_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,139-UL_Amman_Family_Protection_Back_PE_GPON_AIBS_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,3639-UL_Mugabalein_South_Amman_PSD_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,5530-UL_Um_Uthaina_PA_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,3940-UL_MOICT_8th_CRL_PD_GPON_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,2215-UL_Mecca_St_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,5520-UL_Marmara_Hotel_PF_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,114-UL_Avenue_Mall_PE_EBand_EFIBS_Manage,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,909-UL_Mecca_CRL_PC_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,3513-UL_Music_CTR_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,147-UL_Kalha_PE_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,5533-UL_6th_CRL_PF_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,5518-UL_Khalil_Rahman_PC_GPON_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,243-UL_Abilla_PC_Fiber_Zain_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,108-UL_C_Town_7th_CRL_PE_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,5440-UL_Taj_PSD_West_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,911-UL_Zain_Top_PF_FiberNode,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,5661-UL_Safoot_Kamalieh_Mid_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,5502-UL_Mawardy_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,5516-UL_Kilo_3_PF_Fiber_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,5546-UL_Fishawi_PB_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,111-UL_Ramada_Hotel_PE_GPON_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,110-UL_Cozmo_7th_CRL_PC_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,235-UL_Wadi_Saqra_Traffic_PB_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,207-UL_Rahbat_Alwardieh_PE_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,2591-UL_Shafa_Badran_Tarkhees_Front_PF_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:02 +03:00",NE License Management,192.168.19.205,2023-UL_Rabieh_Itisalat_PD_GPON_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,3911-UL_Wadi_Seer_Bus_St_PF_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,205-UL_Shmeisani_PC_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,2594-UL_Koam_Alahmar_East_PF_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,956-UL_Qaisieh_Nbr_Hood_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,109-UL_American_Sch_PE_GPON,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,220-UL_Khawam_Hotel_Abdali_PE_GPON_BIBS_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,936-UL_Jaber_Rawabi_PC_GPON_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,141-UL_Firas_CPLX_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,940-UL_Bayader_2_PE_GPON,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,4012-UL_Sameh_Mall_Tawfiq_Bldg_PE_GPON_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,2514-UL_Marine_Academy_Back_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,206-UL_Wadi_Saqra_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,1708-UL_JKB_Bank_PF_IBS_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,2031-UL_Iskan_Ibin_Sina_2_PE_GPON_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,2224-UL_Salheen_PB_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,5418-UL_Tafaileh_Ave_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,5519-UL_Rawabi_PE_GPON_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,2028-UL_Iskan_Ibin_Sina_PE_GPON_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,2213-UL_Auhod_Msq_PB_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,2220-UL_Holiday_Inn_PE_GPON_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,2018-UL_Waha_CRL_PD_EBand_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,2613-UL_MOI_Mada_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,3901-UL_Bassah_2_PF_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,5018-UL_Khaldi_Hospital_PF_CIBS_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,2130-UL_Um_Nowarah_10_Bridge_PF_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:01 +03:00",NE License Management,192.168.19.205,5002-UL_Jabal_Nathef_PE_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,903-UL_Zain_3_PC_Fiber_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,705-UL_Ras_Naqab_PB_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,744-UL_Maan_Mraigha_Rd_PF_TASC_Solar,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,4144-UL_Hmaimeh_Desert_St_PC_Fiber_TASC,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,4154-UL_Hmaimeh_PE_UMN_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
Export NE SBOM statistics,Minor,murad.s,"	16/09/2025 12:14:00 +03:00",NE License Management,192.168.19.205,1838-UL_Karak_St_PE_Fiber_TASC_O,Successful,"Product: LTE,Pico,AtomCell,USU,USU3910,DBS3900 IBS,eRelay,RANCU LTE 
Task ID : 1466167"
